116058 silly lifecycle strip-dirs@1.1.1~preinstall: no script for preinstall, continuing
116409 silly lifecycle socket.io@1.6.0~preinstall: no script for preinstall, continuing
116410 silly lifecycle browser-sync@2.18.13~preinstall: no script for preinstall, continuing
116411 silly lifecycle laravel-mix@0.12.1~preinstall: no script for preinstall, continuing
116412 silly lifecycle babel-plugin-transform-es2015-literals@6.22.0~preinstall: no script for preinstall, continuing
116413 silly lifecycle cipher-base@1.0.4~preinstall: no script for preinstall, continuing
116414 silly doReverseSerial remove 0
116415 silly doSerial move 0
116416 silly doSerial finalize 1117
116417 silly finalize /home/nemo/laravel/mlm/node_modules/abbrev
116418 silly finalize /home/nemo/laravel/mlm/node_modules/acorn
116419 silly finalize /home/nemo/laravel/mlm/node_modules/acorn-dynamic-import/node_modules/acorn
116420 silly finalize /home/nemo/laravel/mlm/node_modules/acorn-dynamic-import
116421 silly finalize /home/nemo/laravel/mlm/node_modules/acorn-jsx/node_modules/acorn
116422 silly finalize /home/nemo/laravel/mlm/node_modules/acorn-jsx
116423 silly finalize /home/nemo/laravel/mlm/node_modules/admin-lte
116424 silly finalize /home/nemo/laravel/mlm/node_modules/after
116425 silly finalize /home/nemo/laravel/mlm/node_modules/ajv-keywords
116426 silly finalize /home/nemo/laravel/mlm/node_modules/amdefine
116427 silly finalize /home/nemo/laravel/mlm/node_modules/ansi-escapes
116428 silly finalize /home/nemo/laravel/mlm/node_modules/ansi-html
116429 silly finalize /home/nemo/laravel/mlm/node_modules/ansi-regex
116430 silly finalize /home/nemo/laravel/mlm/node_modules/ansi-styles
116431 silly finalize /home/nemo/laravel/mlm/node_modules/ansicolors
116432 silly finalize /home/nemo/laravel/mlm/node_modules/aproba
116433 silly finalize /home/nemo/laravel/mlm/node_modules/archive-type/node_modules/file-type
116434 silly finalize /home/nemo/laravel/mlm/node_modules/archive-type
116435 silly finalize /home/nemo/laravel/mlm/node_modules/arr-flatten
116436 silly finalize /home/nemo/laravel/mlm/node_modules/arr-diff
116437 silly finalize /home/nemo/laravel/mlm/node_modules/array-differ
116438 silly finalize /home/nemo/laravel/mlm/node_modules/array-find-index
116439 silly finalize /home/nemo/laravel/mlm/node_modules/array-flatten
116440 silly finalize /home/nemo/laravel/mlm/node_modules/array-uniq
116441 silly finalize /home/nemo/laravel/mlm/node_modules/array-union
116442 silly finalize /home/nemo/laravel/mlm/node_modules/array-unique
116443 silly finalize /home/nemo/laravel/mlm/node_modules/arraybuffer.slice
116444 silly finalize /home/nemo/laravel/mlm/node_modules/arrify
116445 silly finalize /home/nemo/laravel/mlm/node_modules/asap
116446 silly finalize /home/nemo/laravel/mlm/node_modules/asn1
116447 silly finalize /home/nemo/laravel/mlm/node_modules/assert-plus
116448 silly finalize /home/nemo/laravel/mlm/node_modules/ast-types
116449 silly finalize /home/nemo/laravel/mlm/node_modules/async
116450 silly finalize /home/nemo/laravel/mlm/node_modules/async-each
116451 silly finalize /home/nemo/laravel/mlm/node_modules/async-each-series
116452 silly finalize /home/nemo/laravel/mlm/node_modules/async-foreach
116453 silly finalize /home/nemo/laravel/mlm/node_modules/asynckit
116454 silly finalize /home/nemo/laravel/mlm/node_modules/atob
116455 silly finalize /home/nemo/laravel/mlm/node_modules/aws-sign2
116456 silly finalize /home/nemo/laravel/mlm/node_modules/aws4
116457 silly finalize /home/nemo/laravel/mlm/node_modules/babel-plugin-syntax-async-functions
116458 silly finalize /home/nemo/laravel/mlm/node_modules/babel-plugin-syntax-exponentiation-operator
116459 silly finalize /home/nemo/laravel/mlm/node_modules/babel-plugin-syntax-trailing-function-commas
116460 silly finalize /home/nemo/laravel/mlm/node_modules/babylon
116461 silly finalize /home/nemo/laravel/mlm/node_modules/backo2
116462 silly finalize /home/nemo/laravel/mlm/node_modules/balanced-match
116463 silly finalize /home/nemo/laravel/mlm/node_modules/base64-arraybuffer
116464 silly finalize /home/nemo/laravel/mlm/node_modules/base64-js
116465 silly finalize /home/nemo/laravel/mlm/node_modules/base64id
116466 silly finalize /home/nemo/laravel/mlm/node_modules/batch
116467 silly finalize /home/nemo/laravel/mlm/node_modules/beeper
116468 silly finalize /home/nemo/laravel/mlm/node_modules/big.js
116469 silly finalize /home/nemo/laravel/mlm/node_modules/bin-build/node_modules/uuid
116470 silly finalize /home/nemo/laravel/mlm/node_modules/bin-version-check/node_modules/minimist
116471 silly finalize /home/nemo/laravel/mlm/node_modules/bin-version-check/node_modules/semver
116472 silly finalize /home/nemo/laravel/mlm/node_modules/binary-extensions
116473 silly finalize /home/nemo/laravel/mlm/node_modules/blob
116474 silly finalize /home/nemo/laravel/mlm/node_modules/bluebird
116475 silly finalize /home/nemo/laravel/mlm/node_modules/bn.js
116476 silly finalize /home/nemo/laravel/mlm/node_modules/bootstrap-less
116477 silly finalize /home/nemo/laravel/mlm/node_modules/bootstrap-sass
116478 silly finalize /home/nemo/laravel/mlm/node_modules/brorand
116479 silly finalize /home/nemo/laravel/mlm/node_modules/browser-sync/node_modules/camelcase
116480 silly finalize /home/nemo/laravel/mlm/node_modules/browser-sync/node_modules/window-size
116481 silly finalize /home/nemo/laravel/mlm/node_modules/bs-recipes
116482 silly finalize /home/nemo/laravel/mlm/node_modules/buffer-crc32
116483 silly finalize /home/nemo/laravel/mlm/node_modules/buffer-indexof
116484 silly finalize /home/nemo/laravel/mlm/node_modules/buffer-to-vinyl/node_modules/file-type
116485 silly finalize /home/nemo/laravel/mlm/node_modules/buffer-to-vinyl/node_modules/uuid
116486 silly finalize /home/nemo/laravel/mlm/node_modules/buffer-xor
116487 silly finalize /home/nemo/laravel/mlm/node_modules/builtin-modules
116488 silly finalize /home/nemo/laravel/mlm/node_modules/builtin-status-codes
116489 silly finalize /home/nemo/laravel/mlm/node_modules/bytes
116490 silly finalize /home/nemo/laravel/mlm/node_modules/callsite
116491 silly finalize /home/nemo/laravel/mlm/node_modules/better-assert
116492 silly finalize /home/nemo/laravel/mlm/node_modules/callsites
116493 silly finalize /home/nemo/laravel/mlm/node_modules/caller-path
116494 silly finalize /home/nemo/laravel/mlm/node_modules/camelcase
116495 silly finalize /home/nemo/laravel/mlm/node_modules/camelcase-keys/node_modules/camelcase
116496 silly finalize /home/nemo/laravel/mlm/node_modules/caniuse-db
116497 silly finalize /home/nemo/laravel/mlm/node_modules/caniuse-lite
116498 silly finalize /home/nemo/laravel/mlm/node_modules/capture-stack-trace
116499 silly finalize /home/nemo/laravel/mlm/node_modules/caseless
116500 silly finalize /home/nemo/laravel/mlm/node_modules/caw/node_modules/object-assign
116501 silly finalize /home/nemo/laravel/mlm/node_modules/caw/node_modules/tunnel-agent
116502 silly finalize /home/nemo/laravel/mlm/node_modules/center-align/node_modules/lazy-cache
116503 silly finalize /home/nemo/laravel/mlm/node_modules/charenc
116504 silly finalize /home/nemo/laravel/mlm/node_modules/circular-json
116505 silly finalize /home/nemo/laravel/mlm/node_modules/cli-table/node_modules/colors
116506 silly finalize /home/nemo/laravel/mlm/node_modules/cli-table
116507 silly finalize /home/nemo/laravel/mlm/node_modules/cli-width
116508 silly finalize /home/nemo/laravel/mlm/node_modules/clone
116509 silly finalize /home/nemo/laravel/mlm/node_modules/clone-stats
116510 silly finalize /home/nemo/laravel/mlm/node_modules/co
116511 silly finalize /home/nemo/laravel/mlm/node_modules/code-point-at
116512 silly finalize /home/nemo/laravel/mlm/node_modules/colors
116513 silly finalize /home/nemo/laravel/mlm/node_modules/commander
116514 silly finalize /home/nemo/laravel/mlm/node_modules/commondir
116515 silly finalize /home/nemo/laravel/mlm/node_modules/component-bind
116516 silly finalize /home/nemo/laravel/mlm/node_modules/component-emitter
116517 silly finalize /home/nemo/laravel/mlm/node_modules/component-inherit
116518 silly finalize /home/nemo/laravel/mlm/node_modules/concat-map
116519 silly finalize /home/nemo/laravel/mlm/node_modules/brace-expansion
116520 silly finalize /home/nemo/laravel/mlm/node_modules/connect-history-api-fallback
116521 silly finalize /home/nemo/laravel/mlm/node_modules/connect/node_modules/ms
116522 silly finalize /home/nemo/laravel/mlm/node_modules/connect/node_modules/debug
116523 silly finalize /home/nemo/laravel/mlm/node_modules/console-control-strings
116524 silly finalize /home/nemo/laravel/mlm/node_modules/console-stream
116525 silly finalize /home/nemo/laravel/mlm/node_modules/consolidate
116526 silly finalize /home/nemo/laravel/mlm/node_modules/constants-browserify
116527 silly finalize /home/nemo/laravel/mlm/node_modules/content-disposition
116528 silly finalize /home/nemo/laravel/mlm/node_modules/content-type
116529 silly finalize /home/nemo/laravel/mlm/node_modules/convert-source-map
116530 silly finalize /home/nemo/laravel/mlm/node_modules/cookie
116531 silly finalize /home/nemo/laravel/mlm/node_modules/cookie-signature
116532 silly finalize /home/nemo/laravel/mlm/node_modules/core-js
116533 silly finalize /home/nemo/laravel/mlm/node_modules/core-util-is
116534 silly finalize /home/nemo/laravel/mlm/node_modules/cosmiconfig/node_modules/minimist
116535 silly finalize /home/nemo/laravel/mlm/node_modules/create-error-class
116536 silly finalize /home/nemo/laravel/mlm/node_modules/crypt
116537 silly finalize /home/nemo/laravel/mlm/node_modules/css-loader/node_modules/source-map
116538 silly finalize /home/nemo/laravel/mlm/node_modules/css/node_modules/source-map
116539 silly finalize /home/nemo/laravel/mlm/node_modules/currently-unhandled
116540 silly finalize /home/nemo/laravel/mlm/node_modules/dashdash/node_modules/assert-plus
116541 silly finalize /home/nemo/laravel/mlm/node_modules/dashdash
116542 silly finalize /home/nemo/laravel/mlm/node_modules/date-now
116543 silly finalize /home/nemo/laravel/mlm/node_modules/console-browserify
116544 silly finalize /home/nemo/laravel/mlm/node_modules/dateformat
116545 silly finalize /home/nemo/laravel/mlm/node_modules/de-indent
116546 silly finalize /home/nemo/laravel/mlm/node_modules/decamelize
116547 silly finalize /home/nemo/laravel/mlm/node_modules/decompress-tar/node_modules/clone
116548 silly finalize /home/nemo/laravel/mlm/node_modules/decompress-tar/node_modules/object-assign
116549 silly finalize /home/nemo/laravel/mlm/node_modules/decompress-tar/node_modules/vinyl
116550 silly finalize /home/nemo/laravel/mlm/node_modules/decompress-tarbz2/node_modules/clone
116551 silly finalize /home/nemo/laravel/mlm/node_modules/decompress-tarbz2/node_modules/object-assign
116552 silly finalize /home/nemo/laravel/mlm/node_modules/decompress-tarbz2/node_modules/vinyl
116553 silly finalize /home/nemo/laravel/mlm/node_modules/decompress-targz/node_modules/clone
116554 silly finalize /home/nemo/laravel/mlm/node_modules/decompress-targz/node_modules/object-assign
116555 silly finalize /home/nemo/laravel/mlm/node_modules/decompress-targz/node_modules/vinyl
116556 silly finalize /home/nemo/laravel/mlm/node_modules/deep-equal
116557 silly finalize /home/nemo/laravel/mlm/node_modules/deep-extend
116558 silly finalize /home/nemo/laravel/mlm/node_modules/deep-is
116559 silly finalize /home/nemo/laravel/mlm/node_modules/delayed-stream
116560 silly finalize /home/nemo/laravel/mlm/node_modules/combined-stream
116561 silly finalize /home/nemo/laravel/mlm/node_modules/delegates
116562 silly finalize /home/nemo/laravel/mlm/node_modules/depd
116563 silly finalize /home/nemo/laravel/mlm/node_modules/destroy
116564 silly finalize /home/nemo/laravel/mlm/node_modules/detect-node
116565 silly finalize /home/nemo/laravel/mlm/node_modules/dev-ip
116566 silly finalize /home/nemo/laravel/mlm/node_modules/dns-equal
116567 silly finalize /home/nemo/laravel/mlm/node_modules/dns-txt
116568 silly finalize /home/nemo/laravel/mlm/node_modules/dom-serializer/node_modules/domelementtype
116569 silly finalize /home/nemo/laravel/mlm/node_modules/domain-browser
116570 silly finalize /home/nemo/laravel/mlm/node_modules/domelementtype
116571 silly finalize /home/nemo/laravel/mlm/node_modules/domhandler
116572 silly finalize /home/nemo/laravel/mlm/node_modules/dotenv
116573 silly finalize /home/nemo/laravel/mlm/node_modules/easy-extender/node_modules/lodash
116574 silly finalize /home/nemo/laravel/mlm/node_modules/easy-extender
116575 silly finalize /home/nemo/laravel/mlm/node_modules/ee-first
116576 silly finalize /home/nemo/laravel/mlm/node_modules/electron-to-chromium
116577 silly finalize /home/nemo/laravel/mlm/node_modules/browserslist
116578 silly finalize /home/nemo/laravel/mlm/node_modules/babel-preset-env/node_modules/browserslist
